text,label
h ư ớ n g _ d ẫ n   v à   đ á n h _ g i á   đ ú n g   k ế t _ q u ả   h ọ c _ t ậ p   .,0
g i ả n g _ v i ê n   h ư ớ n g _ d ẫ n   r ấ t   n h i ệ t _ t ì n h   .,0
"c h o   n g h ỉ   n h i ề u   ,   h ọ c   b ù   t r ù n g   l ị c h   v ớ i   m ô n   k h á c   .",0
"c ô   d ạ y   r ấ t   t ậ n _ t â m   v à   n h i ệ t _ h u y ế t   ,   t ậ n _ t ì n h   c h ỉ _ b ả o   ,   d ạ y   c h ậ m   v à   ô n   l ạ i   k i ế n _ t h ứ c   .",0
"t h ầ y   ơ i   ,   t h ầ y   c h é p   í t   l ạ i   d ù m   e m   .",0
c á c h   g i ả n g   d ễ   h i ể u   .,0
e m   t h ô n g _ q u a   k ê n h   n à y   l ầ n   n ữ a   đ ể   b á o   l ạ i   v ớ i   p h ò n g   đ à o _ t ạ o   l à   m ô n   n à y   w z j w z 6 8   v à   w z j w z 6 9   b ị   n h ầ m   m ã   m ô n   v à   đ i ể m   t h à n h _ p h ầ n   v ớ i   n h a u   ạ   .,1
t h ầ y   g i ả n g   k h ó   h i ể u   .,0
"n h i ệ t _ t ì n h   ,   v u i _ t í n h   .",0
l à m   n h i ề u   b à i _ t ậ p   h ơ n _ n ữ a   .,0
c ô   g i ả n g _ d ạ y   r ấ t   n h i ệ t _ t ì n h   !,0
c ô   d ạ y   r ấ t   n h i ệ t _ t ì n h   v à   c ó   t â m   .,0
t h ầ y _ c ô   d ạ y   c h o   v ề   q u á   s ớ m   .,0
"t h ầ y   u p   t à i _ l i ệ u   ,   t h ô n g _ b á o   l ê n   c o u r s e   ,   g m a i l   c ủ a   s i n h _ v i ê n   g i ú p   e m   d ễ   n ắ m _ b ắ t   l ị c h   n g h ỉ   b ù   ,   c ó   t à i _ l i ệ u   t h a m _ k h ả o   t h ê m   .",0
"t i ế p _ c ậ n   v ớ i   s i n h _ v i ê n   m ộ t _ c á c h   t h â n _ t h i ệ n   ,   p h ư ơ n g _ p h á p   d ạ y   k h o a _ h ọ c   ,   d ễ   t i ế p _ t h u   ,   d ễ   h i ể u   .",0
"c ô   d ạ y   d ễ   h i ể u   ,   v u i _ v ẻ   v ớ i   s i n h _ v i ê n   ,   c u n g _ c ấ p   đ ầ y _ đ ủ   k i ế n _ t h ứ c   c ầ n _ t h i ế t   .",0
"g i ả n g _ v i ê n   t ậ n _ t u ỵ   q u a n _ t â m   h ọ c _ s i n h   v à   r ấ t   t â m _ l ý   ,   t r u y ề n _ đ ạ t   t ố t   ,   t h ự c _ t i ễ n   s i n h _ đ ộ n g   .",0
c ô   g i ả n g   t ậ n _ t ì n h   .,0
g i ả n g _ v i ê n   t ậ n _ t â m   v à   v u i _ t í n h   .,0
b à i _ t ậ p   v à   h o ạ t _ đ ộ n g   n h ó m   c ò n   í t   .,1
đ ả m _ b ả o   đ ầ y _ đ ủ   k h ố i _ l ư ợ n g   k i ế n _ t h ứ c   c ầ n   c ó   c ủ a   m ô n _ h ọ c   .,0
g i ả n g _ v i ê n   c h ư a   t ư ơ n g _ t á c   v ớ i   s i n h _ v i ê n   t r ê n   c á c   d i ễ n _ đ à n   .,0
"m a n g   c ả m _ h ứ n g   đ ế n   n g ư ờ i   h ọ c   v à   r ấ t   t h â n _ t h i ệ n   ,   n h i ệ t _ t ì n h   t r o n g   v i ệ c   g i ả n g _ d ạ y   .",0
g i ả n g _ v i ê n   c h ư a   c h u ẩ n _ b ị   t ố t   b à i   g i ả n g   .,0
k h ô n g   n ê n   l à m   m ộ t   b à i _ t ậ p   n h ó m   q u á   l ớ n   l à m _ k h ó   k h ă n   c h o   s i n h _ v i ê n   .,0
c ả m _ g i á c   n h ư   l à   c ấ p   2   h ọ c   n h ạ c   v à   v ẽ   v ậ y   .,3
t e a m   8   n g ư ờ i   m à   c ó   2   n g ư ờ i   g á n h   h ế t   c á i   t r ì n h _ b à y   g i ữ a   k ỳ   v à   c u ố i   k ỳ   c ự c _ k h ổ   l ắ m   l u ô n   t h ầ y   .,1
1   t í n _ c h ỉ   t h ự c _ h à n h   2   t í n _ c h ỉ   h ọ c _ p h í   .,1
"g i ả n g _ v i ê n   r ấ t   t ậ n _ t â m   ,   n h i ệ t _ t ì n h   .",0
"c ô   d ạ y   h a y   ,   t ậ n _ t ì n h   v ớ i   h ọ c _ s i n h   .",0
p h o n g _ c á c h   d ạ y   h i ệ u _ q u ả   .,0
"g i ả n g   k ỹ   ,   n h i ệ t _ t ì n h   .",0
b à i _ t ậ p   k h ó   .,1
k i ế n _ t h ứ c   đ ư ợ c   h ọ c   ở   l ý _ t h u y ế t   c ầ n   đ ư ợ c   á p _ d ụ n g   m ộ t _ c á c h   t h ự c _ t i ễ n   v à o   t h ự c _ h à n h   .,1
"g i á o _ v i ê n   l ê n _ l ớ p   đ ú n g   g i ờ   ,   g i ả n g   b à i   s ô i _ đ ộ n g   .",0
"g i ả n g _ v i ê n   d ạ y   r ấ t   t ố t   ,   n h i ệ t _ t ì n h   ,   k h ả _ n ă n g   s ư _ p h ạ m   c a o   .",0
n h i ề u   b à i   g i ả n g   h ơ n   .,0
g i ả n g _ v i ê n   t r ợ _ g i ú p   n h i ệ t _ t ì n h   .,0
c ô   c h ấ m   đ i ể m   t h i ế u   s ự   m i n h _ b ạ c h   t r o n g   b à i   t h i   .,0
"t ậ n _ d ụ n g   t ố t   t h ờ i _ g i a n   ,   n h i ệ t _ t ì n h   ,   h i ề n   .",0
"g i á o _ v i ê n   n h i ệ t _ t ì n h   ,   t â m _ h u y ế t   ,   t h ư ờ n g   c h o   l à m _ v i ệ c   n h ó m   t r o n g   g i ờ   h ọ c   .",0
"b à i   t h i   c h ả   l i ê n _ q u a n   ,   v à   t h ậ t _ s ự   c ả m _ t h ấ y   k ỹ _ n ă n g   n g h e   v à   n ó i   m ớ i   l à   c ầ n _ t h i ế t   n h ấ t   .",1
c h o   n h i ề u   b à i _ t ậ p   đ ể   h ọ c _ t ậ p   c ũ n g   n h ư   ô n   t h i   .,0
n ê n   c ó   p h ò n g   t h ự c _ h à n h   đ ể   m ô _ p h ỏ n g   l ạ i   l ý _ t h u y ế t   đ ã   đ ư ợ c   h ọ c   t ừ   đ ó   s ẽ   d ễ   h i ể u   h ơ n   v à   n h ớ   l â u   h ơ n   !,1
c á m _ ơ n   t h ầ y   .,0
g i ả n g _ d ạ y   c h i _ t i ế t   h ơ n   .,0
c h ư a   n ó i   đ ế n   s i n h _ v i ê n   t ự   t r a   .,3
b à i   g i ả n g   s i n h _ đ ộ n g   c ó   h ứ n g _ t h ú   v ớ i   s i n h _ v i ê n   đ ế n   l ớ p   .,1
"g i ả n g _ d ạ y   n h i ệ t _ t ì n h   ,   d ễ   h i ể u   ,   n ó i _ c h u y ệ n   r ấ t   v u i   v à   t h o ả i _ m á i   .",0
"c ô   t ậ n _ t â m   ,   n h i ệ t _ t ì n h   ,   s ẵ n _ s à n g   g i ả n g   l ạ i   b à i   c h o   l ớ p   k h i   c ó   c h ỗ   k h ó   h i ể u   .",0
"t h ầ y   k h ô n g _ c h ỉ   d ạ y   k i ế n _ t h ứ c   m à _ c ò n   d ạ y   n h ữ n g   k ỹ _ n ă n g   n h ư   t h u y ế t _ t r ì n h   ,   p h ả n _ b i ệ n   ,   đ ặ t   c â u   h ỏ i   ,   l à m _ v i ệ c   n h ó m   .",0
"g i ả n g _ v i ê n   d ạ y   t ậ n _ t ì n h   ,   t r u y ề n _ đ ạ t   t ố t   .",0
g i ờ   h ọ c   t h i ế u   s i n h _ đ ộ n g   .,3
k h ô n g   đ ư ợ c   l u y ệ n _ t ậ p   n h i ề u   v ề   c á c   k ỹ _ n ă n g   .,1
l u ô n   đ ả m _ b ả o   g i ờ _ g i ấ c   t r o n g   t i ế t   h ọ c   .,0
"g i ả n g _ v i ê n   g i ả n g   b à i   c ó   h ơ i   k h ô n g   h i ể u   ,   c h ỉ   l à   d o   c á c h   d ù n g   n g ô n _ n g ữ   k h ô n g   đ ư ợ c   d ễ   h i ể u   l ắ m   .",0
c ô   d u n g   d ậ y   n h i ệ t _ t ì n h   d ễ   h i ể u   .,0
n â n g _ c ấ p   h ệ _ t h ố n g   m ạ n g   v à   m á y _ t í n h   .,2
c ầ n   t h ê m   n h i ề u   k i t   đ ể   t h ự c _ h à n h   .,2
h ơ i   k h ó _ t í n h   v ề   c h u y ệ n   đ i ể m _ d a n h   .,0
k h ô n g   h ọ c   đ ư ợ c   g ì   t ừ   h ì n h _ t h ứ c   t h ự c _ h à n h   2   n à y   n ê n   b ỏ   h ì n h _ t h ứ c   t h ự c _ h à n h   n à y   .,1
c ô   t ậ n _ t â m   .,0
t h ầ y   g i ả n g   d ễ   h i ể u   n h ư n g   c h ư a   c ó   s ự   l i ê n _ k ế t   g i ữ a   c á c   b à i   v ớ i   n h a u   .,0
t h ư ờ n g _ x u y ê n   v ắ n g   g i ờ   l ê n _ l ớ p   .,0
đ ư ợ c   h ọ c _ t ậ p   t h e o   n h ó m   .,1
g i ả n g _ v i ê n   v u i _ t í n h   .,0
g i ả n g   h ơ i   n h a n h   n ê n   c ó   m ộ t _ s ố   k i ế n _ t h ứ c   k h ô n g   n ắ m _ b ắ t   k ị p   .,0
c ô   d ạ y   c ò n   h ơ i   n h a n h   h ơ i   t h u ầ n _ l ý   t h u y ế t   .,0
"t h ầ y   t ậ n _ t â m   ,   g i ả n g   r ấ t   d ễ   h i ể u   .",0
"c ô   b i ế t   c á c h   t r u y ề n _ c ả m   h ứ n g   c h o   s i n h _ v i ê n   ,   t ậ n _ t â m   v ớ i   m ô n _ h ọ c   .",0
t h ầ y   d ạ y   r ấ t   d ễ   h i ể u   s i n h _ đ ộ n g   .,0
c ầ n   t ă n g _ c ư ờ n g   g i ả n g _ g i ả i   l ý _ t h u y ế t   .,1
â n _ c ầ n   g i ả i _ đ á p   t h á c   m ắ c   c ủ a   s i n h _ v i ê n   .,3
p h â n _ c h i a   d ụ n g _ c ụ   l u y ệ n _ t ậ p   c h ư a   h ợ p _ l ý   .,0
"t h ầ y   d ạ y   c ự c   t ố t   ,   p h ư ơ n g _ p h á p   h a y   ,   c ó   c á c h   g i ả n g   b à i   r ấ t   d ễ   t i ế p _ t h u   ,   h ọ c   t h ầ y   w z j w z 1 7 6   đ ã   h a i   l ầ n   v à   l ầ n   n à o   c ũ n g   t h ấ y   h à i _ l ò n g   .",0
"g i á o _ v i ê n   d ạ y   t â n _ t â m   ,   n h i ệ t _ t ì n h   ,   d ễ   h i ể u   .",0
m ô n _ h ọ c   h a y   v à   h ấ p _ d ẫ n   .,1
"đ ú n g   c h ấ t   ""   a n h   ""   t h ầ y   .",0
"t h ầ y   d ạ y   h a y   ,   d ễ   h i ể u   !",0
m ô n _ h ọ c   l ý _ t h u y ế t   r ấ t   n h i ề u   .,1
"t h ầ y   n ó i _ c h u y ệ n   v ớ i   s i n h _ v i ê n   r ấ t   t ự _ n h i ê n   ,   c h i a _ s ẻ   k i n h _ n g h i ệ m   t h ự c _ t ế   .",0
t h ầ y   g i ả n g   b à i   r ấ t   n h i ệ t _ t ì n h   v à   q u a n _ t â m   đ ế n   s i n h _ v i ê n   .,0
g i ả n g _ v i ê n   d ạ y   t ố t   .,0
t h ầ y   k h ô n g   c ó   u p   t à i _ l i ệ u   c ũ n g   n h ư   b à i   g i ả n g   l ê n   m o o d l e   .,0
t ố n   t h ờ i _ g i a n   .,3
n ộ i _ d u n g   m ô n _ h ọ c   k h á   k h ó   đ ể   t i ế p _ t h u   .,1
"t h ầ y   v u i _ t í n h   ,   d ạ y   d ễ   h i ể u   .",0
t ự   b ỏ   c ô n g _ s ứ c   đ ể   c h u ẩ n _ b ị   c á c   h o ạ t _ đ ộ n g   t r ê n   l ớ p   c ũ n g   n h ư   t ự   m ì n h   c h i   c h o   c á c   h o ạ t _ đ ộ n g   n h ằ m   n â n g   c a o   k h ả _ n ă n g   h ọ c   t i ế n g   a n h   c ủ a   s i n h _ v i ê n   đ ặ c _ b i ệ t   l à   n h ữ n g   s i n h _ v i ê n   t r o n g   n h ó m   e x t e n s i v e   r e a d i n g   c ủ a   c ô   .,0
"đ ặ c _ b i ệ t   l à   k h i   k i ể m _ t r a   n g h e   c u ố i   k ỳ   ,   c ó _ t h ể   v í _ v o n   â m _ t h a n h   v ớ i   m á y _ n ổ   .",2
"g i ả n g _ v i ê n   d ễ _ t h ư ơ n g   ,   h i ề n _ l à n h   ,   g ầ n _ g ũ i   v ớ i   s i n h _ v i ê n   ,   t h ư ờ n g _ x u y ê n   t r ợ _ g i ú p   s i n h _ v i ê n   m ộ t _ c á c h   r ấ t   n h i ệ t _ t ì n h   ,   g i ú p   s i n h _ v i ê n   h i ể u   b à i   d ễ   h ơ n   .",0
"t h ầ y   d ễ _ t h ư ơ n g   ,   đ ẹ p _ t r a i   ,   k i ế n _ t h ứ c   c h u y ê n _ m ô n   c a o   ,   t ậ n _ t â m   ,   n h i ệ t _ t ì n h   t r ả _ l ờ i   t h ắ c _ m ắ c   c ủ a   s i n h _ v i ê n   ,   e m   y ê u   t h ầ y   ,   h y _ v ọ n g   đ ư ợ c   g ặ p   t h ầ y   ở   c á c   m ô n _ h ọ c   s a u   .",0
"g i ả n g _ v i ê n   n h i ệ t _ t ì n h   ,   t r u y ề n   l ử a   t ố t   c h o   s i n h _ v i ê n   h ứ n g _ t h ú   h ọ c _ t ậ p   .",0
t h e o   e m   d o u b l e d o t   đ ừ n g   b ắ t _ b u ộ c   s i n h _ v i ê n   p h ả i   l ê n _ l ớ p   đ ầ y _ đ ủ   .,1
"k h ô n g   c h o   n h i ề u   b à i _ t ậ p   v ề   p h ầ n   m ạ c h   c h ẵ n _ l ẻ   ,   m ạ c h   s o _ s á n h   .",0
í t   đ i ể m _ d a n h   .,1
"í t   g i ả n g   b à i   c h o   s i n h _ v i ê n   ,   s i n h _ v i ê n   t h ắ c _ m ắ c   k h ô n g   đ ư ợ c   g i ả i _ đ á p   c ặ n _ k ẽ   ,   r ấ t   m ơ _ h ồ   .",0
"t ấ t _ c ả   k i ế n _ t h ứ c   đ ề u   h ư ớ n g _ d ẫ n   t ậ n _ t ì n h   c h o   s i n h _ v i ê n   ,   k h ô n g   t ạ o   á p _ l ự c   m ô n _ h ọ c   ,   đ i ể m _ s ố   c ô n g _ b ằ n g   ,   v ô _ t ư   .",0
c ầ n   w i f i   m ạ n h   t h ê m   c h o   d ã y   n h à   c ũ   .,2
"W e b   đ ă n g _ k ý   m ô n _ h ọ c   n ă m   n a y   l a g   q u á   ,   c ứ   t ớ i   g i ờ   c o m b a t   l à   h ệ _ t h ố n g   s ậ p   .",3
"t h ầ y   g i ả n g   b à i   c ự c _ k ỳ   t h u _ h ú t   ,   d ễ   h i ể u   ,   k h ô n g   g â y   b u ồ n _ n g ủ   ,   n h à m _ c h á n   .",0
"đ ề _ n g h ị   t r ư ờ n g   c ó   b i ệ n _ p h á p   n â n g _ c ấ p   p h ò n g   h ọ c   v ì   p h ò n g   q u á   d ơ   ,   q u á   b ụ i   ,   m á y _ c h i ế u   t h ì   c ó   p h ò n g   r ấ t   t ố t   n h ư n g   c ũ n g   c ó   p h ò n g   q u á   t ệ   .",2
g i ả n g   l ý _ t h u y ế t   n h i ề u   g â y   n h à m _ c h á n   v à   b u ồ n _ n g ủ   .,0
t ă n g   h i ệ u _ s u ấ t   m á y _ t í n h   .,2
"c ô   h a y   c á u _ g ắ t   ,   k h ó _ t í n h   ,   c ứ   h a y   g i ậ n _ d ỗ i   .",0
"c ô   d ạ y   d ễ   h i ể u   ,   t ậ n _ t ì n h   .",0
c ô   r ấ t   d ễ _ c h ị u   c o l o n s m i l e   .,0
c h o   ô n _ t ậ p   m ộ t   đ ư ờ n g   r a   đ ề   m ộ t   k i ể u   .,0
"g i ả n g _ v i ê n   n ê n   t ậ p _ t r u n g   v à o   g i á o _ t r ì n h   m ô n _ h ọ c   h ơ n   ,   n ê n   g ử i   t r ư ớ c   g i á o _ t r ì n h   đ ể   s i n h _ v i ê n   t h a m _ k h ả o   .",0
g i á o _ t r ì n h   k h ô n g   p h ù _ h ợ p   v ớ i   s i n h _ v i ê n   .,1
"c ô   d ạ y   n h i ệ t _ t ì n h   ,   q u a n _ t â m   đ ế n   h ọ c _ s i n h   .",0
t h ô n g _ b á o   n h ữ n g   b u ổ i   s e m i n a r   v à   b á o _ c á o   p h ả i   c h í n h _ x á c   đ ể   d ễ _ d à n g   c h o   c ả   s i n h _ v i ê n   l ẫ n   g i á o _ v i ê n   .,1
g i á o _ t r ì n h   m ô n _ h ọ c   q u á   m ơ _ h ồ   n g h è o _ n à n   n ê n   g i ả n g _ v i ê n   c ũ n g   k h ô n g   b i ế t   n ê n   d ạ y   t h e o   t h ế _ n à o   .,1
"t ậ n _ t â m   ,   r ấ t   h ữ u _ í c h   .",0
c ầ n   ô n _ t ậ p   k ỹ   t r ư ớ c   k h i   t h i   .,3
k h ô n g   h ư ớ n g _ d ẫ n   k ỹ   .,0
t h ầ y   h a y   c h ả y   m ồ _ h ô i   n h ì n   c ó   c ả m _ g i á c   n ó n g _ n ự c   d ễ _ s ợ   l u ô n   .,0
c ô   c h ư a   n ắ m _ b ắ t   đ ư ợ c   t h ự c _ t r ạ n g   h ọ c   c ủ a   s i n h _ v i ê n   .,0
n ê n   n â n g   c a o   c h ấ t _ l ư ợ n g   p h ò n g   h ọ c   h ơ n   .,2
đ è n   v à   q u ạ t   .,2
n ế u   c ó   t h ì   c h ỉ   h ư ớ n g _ d ẫ n   b ằ n g   l ý _ t h u y ế t   m à   k h ô n g   l à m   b à i _ t ậ p   m ẫ u   c h o   s i n h _ v i ê n   .,0
k h i ế n   s i n h _ v i ê n   b ị   t h ụ _ đ ộ n g   .,3
g i ọ n g   n ó i   c ủ a   g i ả n g _ v i ê n   h ơ i   k h ó   n g h e   k h i ế n   v i ệ c   t i ế p _ t h u   c á c   v ấ n _ đ ề   h ơ i   k h ó   đ ố i _ v ớ i   s i n h _ v i ê n   .,0
k h i   g ộ p   l ạ i   c h ư ơ n g _ t r ì n h   t r ở _ n ê n   n h i ề u   v à   r ộ n g   .,1
"t h e o   e m   ,   n ê n   t ă n g   t h ờ i _ g i a n _ t h ự c   h à n h   n h i ề u   h ơ n   .",1
"c ô   d ạ y   k ỹ   ,   q u a n _ t â m   n h i ề u   c h o   s i n h _ v i ê n   .",0
t r ư ớ c   k h i   t h i   t h ầ y   d ặ n   l à   đ ề   t h i   c ó   7 0 %   t r ắ c _ n g h i ệ m   n h ư n g   t h ự c _ t ế   l ạ i   1 0 0 %   t ự   l u ậ n   .,0
c ầ n   q u a n _ t â m   t ớ i   h ọ c _ s i n h   c ủ a   m ì n h   h ơ n   .,0
"g i ả n g _ v i ê n   n ê n   c h o   s ố _ l ư ợ n g   b à i _ t ậ p   v ừ a _ p h ả i   ,   g i ả i   c h ậ m   v à   s â u   ở   m ỗ i   d ạ n g   t o á n   đ ặ c _ b i ệ t   l à   n h ữ n g   d ạ n g   t o á n   k h ó   .",0
"g i ả n g _ v i ê n   r ấ t   n h i ệ t _ t ì n h   ,   t r ì n h _ b à y   b à i   g i ả n g   h a y   ,   d ễ   h i ể u   .",0
"g i ả n g _ d ạ y   k ỹ   k i ế n _ t h ứ c   c ơ _ b ả n   ,   c h o   v í _ d ụ   v à   b à i _ t ậ p   t ừ   d ễ   đ ế n   k h ó   ,   h ư ớ n g _ d ẫ n   s i n h _ v i ê n   g i ả i   b à i _ t ậ p   .",0
t h ầ y   d ạ y   k i ế n _ t h ứ c   k h á   đ ầ y _ đ ủ   v à   t h ư ờ n g   c h o   b à i _ t ậ p   n â n g   c a o   b ổ _ s u n g   t h ê m   n h ữ n g   k i ế n _ t h ứ c   m ớ i   c h o   h ọ c _ s i n h   .,0
n h i ệ t _ t ì n h   v à   q u a n _ t â m   đ ê n   s i n h _ v i ê n   h ơ n   .,0
"t h ầ y   g i ả n g   r ấ t   d ễ   h i ể u   v à   t h ú _ v ị   ,   t h u _ h ú t   .",0
c á c h   d ạ y   h o à n _ t o à n   k h ô n g   p h ù _ h ợ p   (   g i ả n g _ v i ê n   t u y   c ó   k i ế n _ t h ứ c   n h ư n g   k h ô n g   c ó   c á c h   t r u y ề n _ đ ạ t   )   .,0
c ả m _ ơ n   t h ầ y   .,0
k h ô n g   c ó   s ự   l ô i _ c u ố n   v à   t h u _ h ú t   t r o n g   c á c h   g i ả n g   .,1
"n ê n   c ả i _ t i ế n   h ệ _ t h ố n g   c h ấ m   đ i ể m   o n l i n e   ,   u p d a t e   b à i _ t ậ p   c h o   t ấ t _ c ả   h ọ c _ s i n h   l à m   r ồ i   c ó   b ả n g   x ế p _ h ạ n g   ,   n h ư   b ê n   c o d e f u n   c ủ a   m i ề n   b ắ c   .",1
"n h i ệ t _ t ì n h   ,   c ô   d ễ _ t h ư ơ n g   =   )   .",0
k í n h   m o n g   q u ý   t h ầ y   c ó _ t h ể   t h a y _ đ ổ i   .,0
g i ả n g _ v i ê n   c ó   t â m   .,0
n h ư n g   e m   c ó   đ i   h ọ c   m ộ t   b u ổ i   t h ự c _ h à n h   t r ê n   t r ư ờ n g   .,3
c ầ n   t r a n g _ b ị   p h ò n g   t h ự c _ h à n h   p h ù _ h ợ p   v ớ i   đ ặ c _ t h ù   m ô n _ h ọ c   .,2
"d ạ y   d ễ   h i ể u   ,   g ầ n _ g ũ i   s i n h _ v i ê n   .",0
k h ô n g   h ư ớ n g _ d ẫ n   đ ồ _ á n   .,0
t h ầ y   r ấ t   n h i ệ t _ t ì n h   v ớ i   s i n h _ v i ê n   !,0
"e m   t h ấ y   t h ầ y   d ạ y   r ấ t   t h i ế u   t r á c h _ n h i ệ m   ,   c h ỉ   l ơ _ l à   c h o   h ế t   g i ờ   .",0
n ế u   k ế t _ t h ú c   t h ự c _ h à n h   s ớ m   .,3
c ó   m ấ y   l ầ n   g ử i   m a i l   m à   k h ô n g   t h ấ y   t h ầ y   t r ả _ l ờ i   .,0
h ơ i   k h ó   h i ể u   n ế u   k h ô n g   h ọ c   t r ư ớ c   ở   n h à   .,0
k h ả _ n ă n g   t r u y ề n _ đ ạ t   c ò n   c h ư a   t ố t   .,0
"e m   c ả m _ t h ấ y   t r ê n   l ớ p _ h ọ c   c ô   c h ỉ   c h ú _ t r ọ n g   v ô   l i s t e n i n g   l à   c h í n h   m à   b ỏ _ q u a   c á c   p h ầ n   k h á c   ,   g r a m m a r   c h ỉ   d ạ y   đ ư ợ c   c ó   m ộ t   b à i   ,   k h ô n g   c ó   h o ạ t _ đ ộ n g   s p e a k i n g   .",1
đ i ể m _ d a n h   đ ủ   c á c   b u ổ i   đ ể   t ạ o   c ô n g _ b ằ n g   c h o   s i n h _ v i ê n   .,1
g i ả i   b à i _ t ậ p   đ ầ y _ đ ủ   .,0
"g i ả n g _ v i ê n   n h i ệ t _ t ì n h   ,   l ê n _ l ớ p   đ ầ y _ đ ủ   .",0
"d ạ y   m á y _ m ó c   ,   t h i ế u   t h ự c _ t ế   .",0
e m   x i n   c ả m _ ơ n   !,3
c ô   r ấ t   n h i ệ t _ t ì n h   t r o n g   h o ạ t _ đ ộ n g   g i ả n g _ d ạ y   .,0
đ ô i _ l ú c   k h ô n g   đ i _ s â u   v à o   v ấ n _ đ ề   d ạ y   .,0
"e m   c ũ n g   n h ư   c á c   b ạ n   h ọ c   c h u n g   t r o n g   l ớ p   đ ề u   t h ấ y   p h ầ n   t h ự c _ h à n h   c h o   m ỗ i   b u ổ i   n h ư   t h ế   l à   q u á   n h i ề u   ,   n h ấ t _ l à   c á c   b à i   t h ự c _ h à n h   t ừ   1 3   t r ở   đ i   .",1
"c ô   d ạ y   t ậ n _ t ì n h   ,   v u i _ v ẻ   v à   n h i ệ t _ t ì n h   .",0
t h ầ y   n ê n   c h o   n h i ề u   b à i _ t ậ p   h ơ n   .,0
"t h ầ y   d ạ y   n h i ệ t _ t ì n h   ,   r ấ t   c h u _ đ á o   .",0
đ ô i _ l ú c   k h ô n g   v u i _ t í n h   .,0
"g i ả n g _ v i ê n   k h ô n g   c u n g _ c ấ p   t à i _ l i ệ u   c h o   s i n h _ v i ê n   ,   k h ả _ n ă n g   t r u y ề n _ đ ạ t   c ủ a   g i ả n g _ v i ê n   c h ư a   t ố t   .",0
"c ô   g i ả n g   b à i   r ấ t   d ễ   h i ể u   ,   t ạ o   m ọ i   đ i ề u _ k i ệ n   t ố t   n h ấ t   c h o   s i n h _ v i ê n   t i ế p _ c ậ n   m ô n _ h ọ c   c ó   h i ệ u _ q u ả   .",0
"n ê n   c h o   t h ê m   n h i ề u   d ạ n g   b à i _ t ậ p   c ủ a   n h ữ n g   p h ầ n   đ ư ợ c   h ọ c   ở   g ầ n   c u ố i   k ỳ   n h ư   c h u ỗ i   ,   c ấ u _ t r ú c   .",1
"g i ả n g _ v i ê n   t í c h _ c ự c   h ỗ _ t r ợ   s i n h _ v i ê n   ,   t r u y ề n _ đ ạ t   h i ệ u _ q u ả   .",0
g i ả n g _ d ạ y   c h i _ t i ế t   v à   t h ư ờ n g _ x u y ê n   ô n   l ạ i   k i ế n _ t h ứ c   !,0
"t h ầ y   k h ô n g _ c h ỉ   d ạ y   k i ế n _ t h ứ c   ,   t h ầ y   c ò n   d ạ y   c h o   s i n h _ v i ê n   v ề   đ ạ o _ đ ứ c   .",0
g i ả n g _ v i ê n   g i ả n g   b à i   h ơ i   k h ó   h i ể u   .,0
"g i ả n g _ v i ê n   d ạ y   ,   g i ả i _ đ á p   n h i ệ t _ t ì n h   c h o   s i n h _ v i ê n   .",0
c h o   c ự c _ k ỳ   n h i ề u   b à i   v à   c ự c _ k ỳ   k h ó   l u ô n   .,0
"t h ầ y   g i ả n g   c h ậ m   l ạ i   ,   t ừ   d ễ   t ớ i   k h ó   đ ể   h ọ c _ s i n h   t i ế p _ t h u   t ố t   h ơ n   .",0
"c ô   d ạ y   d ễ   h i ể u   ,   v u i _ v ẻ   .",0
t h ầ y   d ạ y   t ố t   v à   đ ả m _ b ả o   c h ấ t _ l ư ợ n g   .,0
t h ầ y   g i ỏ i   v à   n h i ệ t _ t ì n h   .,0
"q u á   n h i ề u   b à i _ t ậ p   ,   t ố n   r ấ t   n h i ề u   t h ờ i _ g i a n   m à   h i ệ u _ q u ả   k h ô n g   c ó   .",1
c á c   v í _ d ụ   d ễ   h i ể u   d ễ   á p _ d ụ n g   .,0
g i ả n g _ v i ê n   t h ư ờ n g   k h ô n g   l ê n _ l ớ p   n ế u   c ó   l ê n _ l ớ p   t h ì   c h ỉ   n g ồ i   l ỳ   m ộ t   c h ổ   k h ô n g   g i ả n g   b à i   h a y   h ư ớ n g _ d ẫ n   s i n h _ v i ê n   t h ự c _ h à n h   .,0
"t h ầ y   d ạ y   h a y   ,   t ậ n _ t ì n h   g ó p _ ý   t ừ n g   b à i   .",0
g i ả n g _ v i ê n   c h ư a   p h â n _ c h i a   n h ó m   t h ự c _ h à n h   h ợ p _ l ý   .,0
"n ă n g _ n ổ   ,   n h i ệ t _ t ì n h   .",0
d ạ y   n ó i   q u á   l a n _ m a n   l à m _ c h i   s i n h _ v i ê n   k h ô n g   t ậ p _ t r u n g   .,0
h ư ớ n g _ d ẫ n   t ậ n _ t ì n h   !,0
g i a o   đ ề _ t à i   t h i ế u   c ô n g _ b ằ n g   .,0
t h ầ y   d ạ y   d ễ   t i ế p _ t h u   .,0
n h i ệ t _ t ì n h   t â m _ h u y ế t   g i ả n g _ d ạ y   .,0
"n h i ệ t _ t ì n h   ,   g i ỏ i   h a y   g i ú p _ đ ỡ   s i n h _ v i ê n   v à   c h o   n h i ề u   b à i _ t ậ p   .",0
